"Ensembl_gene_id","Omim_inheritance"
"ENSG00000087470","AD;AR"
"ENSG00000079805","AD;AR;Heterogeneous"
"ENSG00000130816","AD"
"ENSG00000119772","AD"
"ENSG00000088305","AR"
"ENSG00000134516","AR"
"ENSG00000130158","AR"
"ENSG00000116641","AR"
"ENSG00000107099","AD;AR"
"ENSG00000175920","AR"
"ENSG00000175283","AR"
"ENSG00000159147","AR"
"ENSG00000172269","AD;AR"
"ENSG00000108963","AR"
"ENSG00000000419","AR"
"ENSG00000136908","AR"
"ENSG00000179085","AR"
"ENSG00000130226","AD"
"ENSG00000177990","AR"
"ENSG00000188641","AR"
"ENSG00000147647","AR"
"ENSG00000156171","AR"
"ENSG00000157856","AR"
"ENSG00000149295","AD"
"ENSG00000134755","AD;AR"
"ENSG00000111817","AR"
"ENSG00000134760","AD;AR"
"ENSG00000046604","AD;Heterogeneous"
"ENSG00000175065","AR"
"ENSG00000096696","AD;AR;Heterogeneous"
"ENSG00000152591","AD"
"ENSG00000151914","AR"
"ENSG00000133059","AD;AR"
"ENSG00000134769","AD"
"ENSG00000047579","AR"
"ENSG00000140279","AR"
"ENSG00000140274","AR"
"ENSG00000139318","AD;AR"
"ENSG00000107404","AD"
"ENSG00000161202","AD"
"ENSG00000141627","AR"
"ENSG00000197102","AD"
"ENSG00000138036","AR"
"ENSG00000157540","AD"
"ENSG00000105204","AD"
"ENSG00000135636","AR;Heterogeneous"
"ENSG00000103356","AR"
"ENSG00000108001","AD"
"ENSG00000147155","XL-D;XL-R"
"ENSG00000117298","AD"
"ENSG00000171551","AR"
"ENSG00000127884","AR"
"ENSG00000143369","AR"
"ENSG00000158813","Heterogeneous;XL-D;XL-R"
"ENSG00000135960","AD;AR;Heterogeneous"
"ENSG00000186197","AD;AR;Heterogeneous"
"ENSG00000179151","AR"
"ENSG00000078401","AD;AR"
"ENSG00000124205","AD;AR;Heterogeneous"
"ENSG00000151617","AD"
"ENSG00000136160","AD;AR;Heterogeneous"
"ENSG00000101210","AD"
"ENSG00000167658","AD"
"ENSG00000115380","AD"
"ENSG00000172638","AR"
"ENSG00000090776","XL-D"
"ENSG00000108883","AD;AR"
"ENSG00000138798","AR"
"ENSG00000146648","AR"
"ENSG00000135766","AD"
"ENSG00000122877","AD;AR;Heterogeneous"
"ENSG00000113790","AD"
"ENSG00000181090","AD;Sporadic"
"ENSG00000172071","AR"
"ENSG00000128829","AR"
"ENSG00000111361","AR"
"ENSG00000119718","AR"
"ENSG00000070785","AR"
"ENSG00000115211","AR"
"ENSG00000145191","AR"
"ENSG00000130741","XL-R"
"ENSG00000141543","AR"
"ENSG00000006744","AR"
"ENSG00000197561","AD;AR"
"ENSG00000062598","AR"
"ENSG00000115459","AR"
"ENSG00000049540","AD;Heterogeneous"
"ENSG00000118402","AD;AR"
"ENSG00000012660","AD"
"ENSG00000070061","AR"
"ENSG00000134759","AR"
"ENSG00000109911","AD"
"ENSG00000127463","AR"
"ENSG00000102119","XL-R"
"ENSG00000126749","AR"
"ENSG00000066629","AR"
"ENSG00000213853","AR"
"ENSG00000132464","AD;AR;Heterogeneous"
"ENSG00000106991","AD;Heterogeneous"
"ENSG00000108515","AR"
"ENSG00000197594","AD;AR"
"ENSG00000138185","AR"
"ENSG00000163378","AR"
"ENSG00000100393","AD;Heterogeneous;Sporadic"
"ENSG00000116016","AD"
"ENSG00000159023","AD"
"ENSG00000088367","AD"
"ENSG00000166947","AR"
"ENSG00000119888","AR"
"ENSG00000152223","AR"
"ENSG00000142627","AD"
"ENSG00000143819","AR"
"ENSG00000112425","AR;Heterogeneous"
"ENSG00000151491","AR"
"ENSG00000141736","AD;AR;Somatic mutation"
"ENSG00000065361","AR"
"ENSG00000178568","AD"
"ENSG00000012061","AR"
"ENSG00000104884","AR"
"ENSG00000163161","AR"
"ENSG00000175595","AR"
"ENSG00000134899","AR"
"ENSG00000225830","AD;AR;Heterogeneous"
"ENSG00000182150","AR"
"ENSG00000049167","AR;Heterogeneous"
"ENSG00000105722","AD"
"ENSG00000113719","AR"
"ENSG00000107566","AR"
"ENSG00000147475","AR"
"ENSG00000130023","AD"
"ENSG00000171320","AR"
"ENSG00000187017","AR"
"ENSG00000091831","AR"
"ENSG00000119715","AR"
"ENSG00000100056","AD"
"ENSG00000140374","AR"
"ENSG00000105379","AR"
"ENSG00000171503","AR"
"ENSG00000105755","AR"
"ENSG00000139083","AD"
"ENSG00000072840","AD;AR"
"ENSG00000173040","AD;AR"
"ENSG00000182944","Somatic mutation"
"ENSG00000107371","AR"
"ENSG00000120699","AR"
"ENSG00000110723","AR"
"ENSG00000182197","AD;AR"
"ENSG00000151348","AD;AR"
"ENSG00000012232","AR"
"ENSG00000104313","AD;Heterogeneous"
"ENSG00000112319","AD"
"ENSG00000188107","AR"
"ENSG00000106462","AD"
"ENSG00000126218","AR"
"ENSG00000088926","AD;AR"
"ENSG00000131187","AD;AR"
"ENSG00000124491","AR"
"ENSG00000143278","AR"
"ENSG00000180210","AD;AR"
"ENSG00000198734","AD;AR"
"ENSG00000057593","AR"
"ENSG00000185010","XL-R"
"ENSG00000101981","XL;XL-R"
"ENSG00000103089","AR"
"ENSG00000168040","AR"
"ENSG00000103876","AR"
"ENSG00000166801","AD"
"ENSG00000189057","AD"
"ENSG00000122591","AR"
"ENSG00000170264","AR"
"ENSG00000108950","AR"
"ENSG00000177706","AR"
"ENSG00000180921","AD"
"ENSG00000198690","AR"
"ENSG00000187741","AR"
"ENSG00000181544","XL-R"
"ENSG00000158169","AR"
"ENSG00000144554","AR"
"ENSG00000112039","AR"
"ENSG00000183161","AR"
"ENSG00000140525","AR"
"ENSG00000115392","AR"
"ENSG00000197601","AR"
"ENSG00000145982","AR"
"ENSG00000026103","AD"
"ENSG00000117560","AD"
"ENSG00000118246","AR;Heterogeneous;MT"
"ENSG00000196159","AR"
"ENSG00000077942","AD"
"ENSG00000140092","AD;AR;Heterogeneous"
"ENSG00000166147","AD"
"ENSG00000138829","AD"
"ENSG00000165140","AR"
"ENSG00000112234","AR"
"ENSG00000103264","AR"
"ENSG00000145868","AD"
"ENSG00000100225","AR"
"ENSG00000244682","AD"
"ENSG00000203747","AR"
"ENSG00000142748","AR"
"ENSG00000066926","AD;AR"
"ENSG00000101311","AR"
"ENSG00000149781","AR"
"ENSG00000128610","AD;AR"
"ENSG00000171560","AD;AR"
"ENSG00000171564","AR"
"ENSG00000102302","XL-R"
"ENSG00000139132","AR;Heterogeneous"
"ENSG00000070193","AD"
"ENSG00000114279","AD"
"ENSG00000102466","AD;Heterogeneous"
"ENSG00000158815","AD;AR"
"ENSG00000078579","AR"
"ENSG00000118972","AD"
"ENSG00000186895","AR"
"ENSG00000138675","AD;AR"
"ENSG00000107831","AD"
"ENSG00000102678","AD"
"ENSG00000077782","AD;Heterogeneous;Somatic mosaicism;Sporadic"
"ENSG00000066468","AD;AR;Somatic mutation"
"ENSG00000068078","AD;AR;Somatic mutation;Sporadic"
"ENSG00000127418","AD;Sporadic"
"ENSG00000171557","AR"
"ENSG00000091483","AR"
"ENSG00000022267","XL;XL-D;XL-R"
"ENSG00000172500","AR"
"ENSG00000112367","AD;AR"
"ENSG00000183733","Sex-limited autosomal dominant"
"ENSG00000141756","AD;AR"
"ENSG00000106080","AR"
"ENSG00000181027","AR;Heterogeneous"
"ENSG00000106692","AR;Heterogeneous"
"ENSG00000160688","AR"
"ENSG00000154803","AD;Sporadic"
"ENSG00000143631","AD"
"ENSG00000196924","XL;XL-D;XL-R"
"ENSG00000136068","AD;AR;Sporadic"
"ENSG00000128591","AD"
"ENSG00000125848","AD;AR"
"ENSG00000122025","Polygenic inheritance"
"ENSG00000037280","AD"
"ENSG00000162769","AR"
"ENSG00000119686","AR"
"ENSG00000155816","AR"
"ENSG00000007933","AR"
"ENSG00000102081","XL;XL-D"
"ENSG00000115414","AD"
"ENSG00000110195","AR"
"ENSG00000054598","AD;Heterogeneous"
"ENSG00000176692","AD"
"ENSG00000178919","AR"
"ENSG00000186790","AD;AR"
"ENSG00000103241","AD;AR"
"ENSG00000176165","AD;Sporadic"
"ENSG00000168269","AR"
"ENSG00000183770","AD"
"ENSG00000109101","AR"
"ENSG00000150907","AR"
"ENSG00000114861","AD"
"ENSG00000128573","AD"
"ENSG00000049768","XL-R"
"ENSG00000110074","AR;Heterogeneous;MT;XL-D"
"ENSG00000138759","AR"
"ENSG00000164946","AD;AR"
"ENSG00000150893","AR"
"ENSG00000109536","AD"
"ENSG00000151474","AR"
"ENSG00000165694","Heterogeneous;XL-D;XL-R"
"ENSG00000169933","XL-R"
"ENSG00000260230","AR"
"ENSG00000186765","AD"
"ENSG00000131808","AR"
"ENSG00000170820","AD;AR"
"ENSG00000160282","AR"
"ENSG00000167996","AD"
"ENSG00000087086","AD;AR"
"ENSG00000140718","AR"
"ENSG00000068438","XL;XL-R"
"ENSG00000179163","AR"
"ENSG00000089280","AD"
"ENSG00000010361","AD"
"ENSG00000165060","AR"
"ENSG00000137731","AD"
"ENSG00000082074","AR"
"ENSG00000163820","AR"
"ENSG00000174804","AD"
"ENSG00000164930","AR"
"ENSG00000131482","AR"
"ENSG00000141349","AR"
"ENSG00000160211","XL-R"
"ENSG00000171298","AR"
"ENSG00000022355","AD"
"ENSG00000163288","AD"
"ENSG00000166206","AD"
"ENSG00000113327","AD"
"ENSG00000128683","AR;Heterogeneous"
"ENSG00000069482","AD"
"ENSG00000054983","AR"
"ENSG00000117308","AR"
"ENSG00000108479","AR"
"ENSG00000141012","AR"
"ENSG00000213930","AR"
"ENSG00000130005","AR"
"ENSG00000261609","AR"
"ENSG00000089597","AD"
"ENSG00000106105","AD"
"ENSG00000141013","AR"
"ENSG00000102145","Sporadic;XL-R"
"ENSG00000179348","AD"
"ENSG00000107485","AD"
"ENSG00000136574","AD"
"ENSG00000141448","AD;AR"
"ENSG00000157259","AR"
"ENSG00000143614","AD"
"ENSG00000171766","AR"
"ENSG00000177628","AR"
"ENSG00000070610","AR"
"ENSG00000114480","AR"
"ENSG00000105607","AR"
"ENSG00000131979","AD;AR;Heterogeneous"
"ENSG00000106633","AD;Heterogeneous"
"ENSG00000001084","AR"
"ENSG00000124827","AD"
"ENSG00000111846","AD;AR"
"ENSG00000140905","AR"
"ENSG00000104381","AD;AR;Heterogeneous"
"ENSG00000130283","AD;AR"
"ENSG00000128802","AD"
"ENSG00000184344","AD;Digenic inheritance"
"ENSG00000125965","AD;AR"
"ENSG00000156466","AD;AR;Digenic inheritance;Heterogeneous"
"ENSG00000203879","XL;XL-D"
"ENSG00000168621","AD"
"ENSG00000131095","AD"
"ENSG00000127554","AR"
"ENSG00000162676","AD"
"ENSG00000165702","AD;AR"
"ENSG00000168827","AR"
"ENSG00000198380","AR"
"ENSG00000115486","AR"
"ENSG00000100031","AR"
"ENSG00000259384","AD;AR"
"ENSG00000112964","AR"
"ENSG00000106128","AR"
"ENSG00000134812","AR"
"ENSG00000179855","AR"
"ENSG00000152661","AD;AR"
"ENSG00000121743","AD"
"ENSG00000143140","AD;Sporadic"
"ENSG00000121634","AD;Sporadic"
"ENSG00000169562","XL-D;XL-R"
"ENSG00000165474","AD;AR;Digenic inheritance;XL-R"
"ENSG00000188910","AD;AR;Digenic inheritance"
"ENSG00000189433","AD;AR"
"ENSG00000121742","AD;AR;Digenic inheritance;XL-R"
"ENSG00000198835","AD;AR"
"ENSG00000198814","XL;XL-D;XL-R"
"ENSG00000102393","XL-R"
"ENSG00000170266","AR"
"ENSG00000178445","AR"
"ENSG00000186417","AR"
"ENSG00000119392","AR"
"ENSG00000074047","AD;Sporadic"
"ENSG00000106571","AD"
"ENSG00000126603","AR"
"ENSG00000107249","AR"
"ENSG00000174842","AD"
"ENSG00000145888","AD;AR"
"ENSG00000109738","AR"
"ENSG00000182512","AR;Heterogeneous"
"ENSG00000148672","AD;Heterogeneous"
"ENSG00000135821","AR"
"ENSG00000168237","AR"
"ENSG00000196743","AR"
"ENSG00000112312","AD"
"ENSG00000144591","AR"
"ENSG00000173540","AR"
"ENSG00000114353","AD"
"ENSG00000065135","AD"
"ENSG00000141404","AD"
"ENSG00000087258","AD"
"ENSG00000156052","AD;Sporadic"
"ENSG00000087460","AD;Somatic mosaicism;Somatic mutation;Sporadic"
"ENSG00000235590","AD;Sporadic"
"ENSG00000114349","AD;AR"
"ENSG00000134183","AR"
"ENSG00000078369","AD;Polygenic inheritance"
"ENSG00000111664","AR"
"ENSG00000114450","AD"
"ENSG00000069966","AR"
"ENSG00000159921","AD;AR"
"ENSG00000124713","AR"
"ENSG00000116906","AR"
"ENSG00000111670","AR"
"ENSG00000090581","AR"
"ENSG00000147437","AD;AR"
"ENSG00000109163","AD;AR"
"ENSG00000135677","AR"
"ENSG00000120370","AR"
"ENSG00000108433","AR"
"ENSG00000185245","AD;AR"
"ENSG00000203618","AR"
"ENSG00000088053","AR"
"ENSG00000169704","AR"
"ENSG00000147257","AD;Heterogeneous;Somatic mutation;XL-R"
"ENSG00000076716","AD;Heterogeneous;Somatic mutation;XL-R"
"ENSG00000183098","AR"
"ENSG00000167588","AR"
"ENSG00000152642","AD"
"ENSG00000171723","AD;AR"
"ENSG00000105220","AR"
"ENSG00000182851","AR"
"ENSG00000165370","XL-D"
"ENSG00000101850","XL"
"ENSG00000188888","AR;XL-R"
"ENSG00000119714","AR"
"ENSG00000181656","AR"
"ENSG00000121957","AR"
"ENSG00000166123","AR"
"ENSG00000233276","AR"
"ENSG00000167468","AR"
"ENSG00000180875","AD"
"ENSG00000083307","AD;AR"
"ENSG00000158055","AD"
"ENSG00000137106","AR"
"ENSG00000125675","XL-R"
"ENSG00000152208","AR"
"ENSG00000164418","AR"
"ENSG00000176884","AD"
"ENSG00000183454","AD"
"ENSG00000273079","AD"
"ENSG00000105464","AD"
"ENSG00000155974","AR"
"ENSG00000185974","AR"
"ENSG00000152822","AR"
"ENSG00000113262","AR"
"ENSG00000030582","AD;AR"
"ENSG00000215203","AR"
"ENSG00000204928","AR"
"ENSG00000133937","AR"
"ENSG00000105928","AD"
"ENSG00000148180","AD"
"ENSG00000100983","AR"
"ENSG00000197265","AR"
"ENSG00000272047","AR"
"ENSG00000130299","AR"
"ENSG00000048545","AD"
"ENSG00000112599","AD"
"ENSG00000164116","AR"
"ENSG00000070019","AD;AR"
"ENSG00000132518","AD;AR"
"ENSG00000151806","AR"
"ENSG00000169919","AR"
"ENSG00000163754","AR"
"ENSG00000104812","AR"
"ENSG00000111713","AR"
"ENSG00000130600","AD;Heterogeneous;Somatic mutation;Sporadic"
"ENSG00000049239","AR"
"ENSG00000085382","AR"
"ENSG00000138796","AR;Heterogeneous"
"ENSG00000084754","AR"
"ENSG00000138029","AR"
"ENSG00000105697","AR"
"ENSG00000170445","AD;AR"
"ENSG00000112855","AR"
"ENSG00000143575","AR"
"ENSG00000206172","AD"
"ENSG00000188536","AD"
"ENSG00000244734","AD;AR"
"ENSG00000213934","AD"
"ENSG00000196565","AD"
"ENSG00000004961","XL-D"
"ENSG00000172534","XL-R"
"ENSG00000164588","AD"
"ENSG00000138622","AD"
"ENSG00000161610","AD;Heterogeneous"
"ENSG00000094631","XL-D"
"ENSG00000119969","AR"
"ENSG00000165478","AD;AR"
"ENSG00000103657","AR"
"ENSG00000128731","AR;Sporadic"
"ENSG00000179111","AR"
"ENSG00000163666","AD;AR"
"ENSG00000213614","AR"
"ENSG00000010704","AR"
"ENSG00000162669","AR"
"ENSG00000113924","AR"
"ENSG00000019991","AR"
"ENSG00000165102","AR"
"ENSG00000198130","AR"
"ENSG00000149196","AR"
"ENSG00000169567","AR"
"ENSG00000168298","AD"
"ENSG00000010818","AD"
"ENSG00000168509","AR"
"ENSG00000156515","AD;AR"
"ENSG00000159267","AR"
"ENSG00000256269","AD"
"ENSG00000149948","AD;Somatic mutation"
"ENSG00000029993","XL"
"ENSG00000117305","AR"
"ENSG00000134240","AR"
"ENSG00000100292","AR"
"ENSG00000215612","AR"
"ENSG00000135100","AD;Sporadic"
"ENSG00000108753","AD"
"ENSG00000101076","AD"
"ENSG00000150540","AR"
"ENSG00000135486","AD"
"ENSG00000152795","AD"
"ENSG00000126945","XL-D"
"ENSG00000165119","AD"
"ENSG00000153187","AD"
"ENSG00000241935","AR"
"ENSG00000103942","AD"
"ENSG00000005073","AD"
"ENSG00000106031","AD"
"ENSG00000105996","AD;AR"
"ENSG00000120094","AR"
"ENSG00000123364","AR"
"ENSG00000128710","AD"
"ENSG00000128714","AD;Sporadic"
"ENSG00000121905","AR"
"ENSG00000158104","AD;AR"
"ENSG00000164120","AD;AR"
"ENSG00000165704","XL-R"
"ENSG00000107521","AR;Heterogeneous"
"ENSG00000163755","AR"
"ENSG00000100099","AR"
"ENSG00000110756","AR"
"ENSG00000166189","AR"
"ENSG00000172987","AR"
"ENSG00000168453","AD;AR"
"ENSG00000174775","AD;Somatic mosaicism;Sporadic"
"ENSG00000113905","AD"
"ENSG00000117594","AD"
"ENSG00000176387","AR"
"ENSG00000072506","XL-D"
"ENSG00000130948","AR"
"ENSG00000133835","AR"
"ENSG00000203859","AR"
"ENSG00000099377","AR"
"ENSG00000102878","AD"
"ENSG00000172468","YL"
"ENSG00000113013","AD;AR"
"ENSG00000106211","AD;Heterogeneous"
"ENSG00000169271","AD"
"ENSG00000152137","AD;Heterogeneous"
"ENSG00000144381","AD;AR"
"ENSG00000142798","AR"
"ENSG00000178394","AD"
"ENSG00000166033","AD;AR"
"ENSG00000115317","AR"
"ENSG00000197386","AD"
"ENSG00000086758","XL"
"ENSG00000114378","AR"
"ENSG00000157423","AR"
"ENSG00000198331","AR"
"ENSG00000196305","AR"
"ENSG00000067704","AR"
"ENSG00000181873","AR"
"ENSG00000112144","AR"
"ENSG00000163600","AD;AR"
"ENSG00000182054","AD"
"ENSG00000101365","AR"
"ENSG00000010404","XL-R"
"ENSG00000127415","AR"
"ENSG00000267228","AR"
"ENSG00000115267","AD"
"ENSG00000206013","AD"
"ENSG00000159110","AR"
"ENSG00000027697","AD;AR"
"ENSG00000159128","AR"
"ENSG00000163913","AR"
"ENSG00000187535","AR"
"ENSG00000138002","AR"
"ENSG00000100360","AR"
"ENSG00000119650","AR"
"ENSG00000101052","AR"
"ENSG00000096872","AR"
"ENSG00000068885","AR"
"ENSG00000122970","AR"
"ENSG00000089289","XL-R"
"ENSG00000017427","AR"
"ENSG00000140443","AD;AR"
"ENSG00000167244","AD;Heterogeneous;Somatic mutation;Sporadic;XL-R"
"ENSG00000197081","AD;Heterogeneous;Somatic mutation"
"ENSG00000163453","AR"
"ENSG00000211899","AR"
"ENSG00000132740","AR"
"ENSG00000211592","AR"
"ENSG00000128322","AR"
"ENSG00000147255","XL-R"
"ENSG00000143061","AD;AR"
"ENSG00000163501","AD;AR;Heterogeneous"
"ENSG00000104365","AR"
"ENSG00000073009","XL-D;XL-R"
"ENSG00000185811","AD"
"ENSG00000110324","AR"
"ENSG00000243646","AR"
"ENSG00000137070","AR"
"ENSG00000113302","AR"
"ENSG00000096996","AR"
"ENSG00000112116","AD"
"ENSG00000177663","AR"
"ENSG00000163702","AR"
"ENSG00000144730","AD;AR"
"ENSG00000169306","XL-R"
"ENSG00000136689","AR"
"ENSG00000138684","AR"
"ENSG00000103522","AR"
"ENSG00000134460","AR"
"ENSG00000147168","XL-R"
"ENSG00000164509","AD"
"ENSG00000136695","AR"
"ENSG00000168685","AR"
"ENSG00000145103","AR"
"ENSG00000133731","AR"
"ENSG00000104331","AR"
"ENSG00000106348","AD"
"ENSG00000112706","AD"
"ENSG00000081148","AD;AR"
"ENSG00000203485","AD"
"ENSG00000153487","AR"
"ENSG00000148384","AR;Heterogeneous"
"ENSG00000132376","AR"
"ENSG00000165458","AR"
"ENSG00000254647","AD"
"ENSG00000248099","AD"
"ENSG00000171105","AD;AR;Heterogeneous"
"ENSG00000119509","AR"
"ENSG00000173226","AR;Heterogeneous"
"ENSG00000124313","XL-D;XL-R"
"ENSG00000198001","AR"
"ENSG00000125347","AR;Somatic mutation"
"ENSG00000117595","AD"
"ENSG00000185507","AR"
"ENSG00000140968","AD;AR"
"ENSG00000176842","AR"
"ENSG00000165898","AR"
"ENSG00000136003","AR"
"ENSG00000187608","AR"
"ENSG00000214960","AR"
"ENSG00000078747","AR"
"ENSG00000164171","AD"
"ENSG00000005961","AD;AR"
"ENSG00000005884","AR"
"ENSG00000091409","AR"
"ENSG00000135424","AR"
"ENSG00000077943","AD;AR"
"ENSG00000160255","AR"
"ENSG00000259207","AD;AR"
"ENSG00000132470","AD;AR;Heterogeneous"
"ENSG00000115221","AR"
"ENSG00000113263","AR"
"ENSG00000136156","AD"
"ENSG00000125877","AR"
"ENSG00000150995","AR"
"ENSG00000123104","AR"
"ENSG00000128928","AR"
"ENSG00000009765","AR"
"ENSG00000101384","AD"
"ENSG00000171135","AR"
"ENSG00000096968","AD;Somatic mutation;Sporadic"
"ENSG00000105639","AR"
"ENSG00000166086","AR"
"ENSG00000104369","AD;AR;Heterogeneous"
"ENSG00000149596","AD"
"ENSG00000154118","AD"
"ENSG00000173801","AD;AR;Heterogeneous"
"ENSG00000107104","Autosomal dominant inheritance with maternal imprinting"
"ENSG00000197256","AR"
"ENSG00000120071","AD;Contiguous gene syndrome;Sporadic"
"ENSG00000065427","AR"
"ENSG00000083168","AD"
"ENSG00000156650","AD;AR"
"ENSG00000140854","AR"
"ENSG00000234438","AD"
"ENSG00000111262","AD"
"ENSG00000177301","AD"
"ENSG00000130037","AD"
"ENSG00000158445","AD"
"ENSG00000129159","AD"
"ENSG00000131398","AD"
"ENSG00000171385","AD"
"ENSG00000180509","AD;AR;Heterogeneous"
"ENSG00000159197","AD;Heterogeneous"
"ENSG00000175538","AD"
"ENSG00000143473","AD;AR"
"ENSG00000055118","AD;Heterogeneous"
"ENSG00000151704","AR;Heterogeneous"
"ENSG00000177807","AR"
"ENSG00000187486","AD;AR;Heterogeneous"
"ENSG00000115474","AD;AR"
"ENSG00000123700","AD"
"ENSG00000120457","AD"
"ENSG00000157542","AD"
"ENSG00000171303","AD"
"ENSG00000169427","AD"
"ENSG00000156113","AD"
"ENSG00000104783","AD"
"ENSG00000053918","AD;AR;Heterogeneous"
"ENSG00000269821","AD"
"ENSG00000075043","AD;AR;Heterogeneous"
"ENSG00000184156","AD"
"ENSG00000117013","AD"
"ENSG00000107147","AD"
"ENSG00000168263","AR"
"ENSG00000134504","AD"
"ENSG00000100379","AD"
"ENSG00000243335","AR"
"ENSG00000175707","AD"
"ENSG00000004487","AD"
"ENSG00000126012","XL-R"
"ENSG00000012817","YL"
"ENSG00000147050","AD;XL-D"
"ENSG00000128052","AD"
"ENSG00000119537","AR"
"ENSG00000139330","AR"
"ENSG00000203908","AR"
"ENSG00000047578","AR"
"ENSG00000100578","AR"
"ENSG00000198920","AR"
"ENSG00000134313","AD"
"ENSG00000138160","AD"
"ENSG00000118193","AR"
"ENSG00000130294","AD;AR"
"ENSG00000054523","AD;Heterogeneous"
"ENSG00000198954","AR"
"ENSG00000129250","AR"
"ENSG00000139116","AD"
"ENSG00000079616","AD"
"ENSG00000068796","AD"
"ENSG00000090889","XL-R"
"ENSG00000155980","AD"
"ENSG00000168280","AD"
"ENSG00000166813","AD;AR;Heterogeneous"
"ENSG00000149571","AD"
"ENSG00000170498","AR"
"ENSG00000116014","AD;AR"
"ENSG00000157404","AD;Somatic mutation;Sporadic"
"ENSG00000049130","AD"
"ENSG00000088970","AR"
"ENSG00000174996","AR"
"ENSG00000105610","AD"
"ENSG00000172059","AD"
"ENSG00000169926","AD"
"ENSG00000067082","AD;Somatic mutation"
"ENSG00000161594","AD"
"ENSG00000174010","XL-R"
"ENSG00000114796","AD"
"ENSG00000146021","AD;AR"
"ENSG00000239474","AR"
"ENSG00000122550","AD"
"ENSG00000167749","AR"
"ENSG00000164344","AR"
"ENSG00000118058","AD"
"ENSG00000272333","AD"
"ENSG00000167548","AD"
"ENSG00000137812","AR"
"ENSG00000118162","AR"
"ENSG00000133703","AD;AR;Heterogeneous;Somatic mosaicism;Somatic mutation;Sporadic"
"ENSG00000183762","AR"
"ENSG00000001631","AD;Heterogeneous"
"ENSG00000167768","AD;AR"
"ENSG00000186395","AD;AR"
"ENSG00000187242","AD"
"ENSG00000171401","AD"
"ENSG00000186847","AD;AR"
"ENSG00000186832","AD;Heterogeneous"
"ENSG00000128422","AD;Heterogeneous"
"ENSG00000172867","AD"
"ENSG00000204897","AR"
"ENSG00000186442","AD"
"ENSG00000170477","AD"
"ENSG00000186081","AD;AR"
"ENSG00000185479","AD"
"ENSG00000170465","AD"
"ENSG00000139648","AD"
"ENSG00000170484","AD;AR"
"ENSG00000205426","AD;Heterogeneous"
"ENSG00000170523","AD;Heterogeneous"
"ENSG00000135443","AD;AR"
"ENSG00000170442","AD;Heterogeneous"
"ENSG00000171403","AD"
"ENSG00000174611","AR"
"ENSG00000115919","AR"
"ENSG00000198910","XL;XL-R"
"ENSG00000087299","AR"
"ENSG00000101680","AR"
"ENSG00000196569","AR"
"ENSG00000053747","AR;Heterogeneous"
"ENSG00000112769","AD"
"ENSG00000091136","AR"
"ENSG00000172037","AR"
"ENSG00000196878","AD;AR;Heterogeneous"
"ENSG00000058085","AR;Heterogeneous"
"ENSG00000050555","AR"
"ENSG00000005893","XL-D"
"ENSG00000116586","AR"
"ENSG00000133424","AR;Heterogeneous"
"ENSG00000174720","AR"
"ENSG00000133706","AR"
"ENSG00000011376","AR"
"ENSG00000001497","XL-D;XL-R"
"ENSG00000143815","AD;AR"
"ENSG00000135338","AR"
"ENSG00000213398","AR"
"ENSG00000182866","AR"
"ENSG00000115850","AR"
"ENSG00000122367","AD"
"ENSG00000134333","AR"
"ENSG00000130164","AD"
"ENSG00000157978","AR"
"ENSG00000161904","AR"
"ENSG00000174106","AD;Sporadic"
"ENSG00000174697","AR"
"ENSG00000168924","AD;Sporadic"
"ENSG00000106003","AR"
"ENSG00000108231","AD"
"ENSG00000153902","AR"
"ENSG00000104826","AR"
"ENSG00000138039","AR;Sex-limited autosomal dominant"
"ENSG00000197753","AR"
"ENSG00000107187","AR"
"ENSG00000121454","AD;AR"
"ENSG00000121897","AR"
"ENSG00000113594","AR"
"ENSG00000105370","AR"
"ENSG00000072163","AR"
"ENSG00000140471","AR"
"ENSG00000107798","AR"
"ENSG00000166035","AR"
"ENSG00000079435","AR"
"ENSG00000163898","AR"
"ENSG00000204020","AR"
"ENSG00000144182","AR"
"ENSG00000189067","AD;Heterogeneous"
"ENSG00000074695","AR"
"ENSG00000114988","AR"
"ENSG00000105983","AD;AR"
"ENSG00000168216","AR"
"ENSG00000103227","AR"
"ENSG00000160789","AD;AR;Heterogeneous"
"ENSG00000113368","AD"
"ENSG00000176619","AR"
"ENSG00000163380","AR"
"ENSG00000136944","AD"
"ENSG00000196365","AR"
"ENSG00000203782","AD"
"ENSG00000113083","AD"
"ENSG00000167210","AR"
"ENSG00000139679","AD;AR"
"ENSG00000134324","AR"
"ENSG00000101577","AR"
"ENSG00000175445","AD;AR"
"ENSG00000121207","AR"
"ENSG00000198589","AR"
"ENSG00000198799","AR"
"ENSG00000183423","AR"
"ENSG00000148655","AR"
"ENSG00000123384","AR"
"ENSG00000081479","AR"
"ENSG00000134569","AD;AR"
"ENSG00000162337","AD;AR;Heterogeneous"
"ENSG00000070018","AD"
"ENSG00000163956","AR"
"ENSG00000138095","AR"
"ENSG00000129295","AR"
"ENSG00000136802","AD"
"ENSG00000148356","AD;AR"
"ENSG00000184154","AR"
"ENSG00000160285","AR"
"ENSG00000119681","AR"
"ENSG00000168056","AR"
"ENSG00000090006","AR"
"ENSG00000213316","AR"
"ENSG00000214113","AR"
"ENSG00000186687","AR"
"ENSG00000143669","AR"
"ENSG00000090382","AD"
