"Ensembl_gene_id","Omim_inheritance"
"ENSG00000163818","AR"
"ENSG00000099949","AD"
"ENSG00000061337","AD"
"ENSG00000181541","AD;AR"
"ENSG00000002822","AD"
"ENSG00000116670","AR"
"ENSG00000178573","AD"
"ENSG00000182759","AD"
"ENSG00000204103","AD"
"ENSG00000105695","AR"
"ENSG00000102316","XL-R"
"ENSG00000254585","AD;Sporadic"
"ENSG00000102158","XL"
"ENSG00000111837","AR"
"ENSG00000172175","AR"
"ENSG00000013619","XL-R"
"ENSG00000177239","AR"
"ENSG00000104774","AR"
"ENSG00000109323","AR"
"ENSG00000189221","XL-R"
"ENSG00000169032","AD;Heterogeneous"
"ENSG00000095015","AD"
"ENSG00000091436","AR"
"ENSG00000135341","AD"
"ENSG00000107968","AR"
"ENSG00000114738","AD"
"ENSG00000137802","AR"
"ENSG00000166974","AD"
"ENSG00000186868","AD;Heterogeneous;Sporadic"
"ENSG00000166986","AD;AR"
"ENSG00000247626","AR"
"ENSG00000152939","AR"
"ENSG00000127241","AR"
"ENSG00000009724","AD;AR"
"ENSG00000120539","AD"
"ENSG00000151224","AD;AR"
"ENSG00000132031","AD;AR;Heterogeneous"
"ENSG00000015479","AD"
"ENSG00000204406","AD"
"ENSG00000125505","AR"
"ENSG00000012174","Heterogeneous;XL;XL-R"
"ENSG00000185231","AR"
"ENSG00000166603","AD;AR;Polygenic inheritance"
"ENSG00000078070","AR;Heterogeneous"
"ENSG00000131844","AR;Heterogeneous"
"ENSG00000124370","AR"
"ENSG00000180398","AR"
"ENSG00000073111","AD"
"ENSG00000104738","AR"
"ENSG00000076003","AD;AR"
"ENSG00000125885","AR"
"ENSG00000111877","AR"
"ENSG00000090674","AR"
"ENSG00000147316","AR"
"ENSG00000146701","AR"
"ENSG00000085276","AD"
"ENSG00000169057","XL-D;XL-R"
"ENSG00000116353","AR"
"ENSG00000184634","XL-R"
"ENSG00000123066","AD"
"ENSG00000042429","AR"
"ENSG00000112282","AR"
"ENSG00000104973","AR"
"ENSG00000081189","AD;Sporadic"
"ENSG00000103313","AD;AR"
"ENSG00000145794","AR"
"ENSG00000105429","AR"
"ENSG00000134138","AD"
"ENSG00000133895","AD"
"ENSG00000005102","AR"
"ENSG00000153208","AR"
"ENSG00000188095","AR"
"ENSG00000105976","AD;AR;Heterogeneous;Somatic mutation"
"ENSG00000181038","AR"
"ENSG00000197614","AD"
"ENSG00000168958","AR"
"ENSG00000116688","AD;AR"
"ENSG00000235718","AR"
"ENSG00000168389","AR"
"ENSG00000164073","AR"
"ENSG00000168282","AR"
"ENSG00000125871","AR"
"ENSG00000111341","AR"
"ENSG00000101752","AD"
"ENSG00000107745","AR"
"ENSG00000101871","Heterogeneous;XL-R"
"ENSG00000080561","XL-R"
"ENSG00000107789","AD"
"ENSG00000135517","AD"
"ENSG00000027001","AR"
"ENSG00000215417","AD"
"ENSG00000207695","AD"
"ENSG00000207935","AD"
"ENSG00000199158","AD"
"ENSG00000187098","AD;AR;Heterogeneous;XL"
"ENSG00000125863","AR"
"ENSG00000179455","AD;Sporadic"
"ENSG00000011143","AR"
"ENSG00000100427","AR"
"ENSG00000076242","AD;AR"
"ENSG00000119684","AD"
"ENSG00000213190","AD;Somatic mutation"
"ENSG00000115648","AR;Heterogeneous"
"ENSG00000009950","AD"
"ENSG00000103150","AR"
"ENSG00000151611","AR"
"ENSG00000139428","AR"
"ENSG00000132763","AR"
"ENSG00000168288","AR"
"ENSG00000196549","AD;AR"
"ENSG00000137745","AD;AR"
"ENSG00000123342","AD"
"ENSG00000087245","AR"
"ENSG00000137674","AR"
"ENSG00000154485","AR"
"ENSG00000100985","AR"
"ENSG00000169184","AD"
"ENSG00000130675","AD"
"ENSG00000075643","AR"
"ENSG00000124615","AR"
"ENSG00000164172","AR"
"ENSG00000204655","AD"
"ENSG00000115275","AR"
"ENSG00000133422","AD"
"ENSG00000060762","AR"
"ENSG00000129255","AR"
"ENSG00000107186","AR"
"ENSG00000178802","AR"
"ENSG00000204420","AR"
"ENSG00000117400","AD;AR;Somatic mutation"
"ENSG00000168303","AR"
"ENSG00000005381","AR"
"ENSG00000115204","AR"
"ENSG00000158887","AD;AR;Heterogeneous"
"ENSG00000170262","AR"
"ENSG00000020922","AR"
"ENSG00000114686","AR"
"ENSG00000135900","AR"
"ENSG00000182180","AR;Heterogeneous"
"ENSG00000175110","AR"
"ENSG00000156738","AR"
"ENSG00000095002","AD;AR"
"ENSG00000113318","AR"
"ENSG00000204410","AR"
"ENSG00000116062","AD;AR"
"ENSG00000052802","AR"
"ENSG00000147065","XL-R"
"ENSG00000038945","AD;Somatic mutation"
"ENSG00000174099","AR"
"ENSG00000138379","AR"
"ENSG00000163132","AD"
"ENSG00000120149","AD;Heterogeneous"
"ENSG00000103707","AR"
"ENSG00000177000","AR"
"ENSG00000171100","XL-R"
"ENSG00000087053","AR;Heterogeneous"
"ENSG00000135297","AR"
"ENSG00000198793","AD;Somatic mutation;Sporadic"
"ENSG00000107951","AR"
"ENSG00000116984","AR"
"ENSG00000124275","AR"
"ENSG00000138823","AR"
"ENSG00000185499","AD"
"ENSG00000030304","AR"
"ENSG00000146085","AR"
"ENSG00000132781","AD;AR;Somatic mutation"
"ENSG00000167508","AD"
"ENSG00000110921","AD;AR"
"ENSG00000196091","AD;AR"
"ENSG00000134571","AD"
"ENSG00000136997","Sporadic"
"ENSG00000134323","AD"
"ENSG00000172936","AD"
"ENSG00000111046","AD"
"ENSG00000133392","AD"
"ENSG00000105357","AD"
"ENSG00000125414","AD;AR"
"ENSG00000109063","AD;AR"
"ENSG00000197616","AD"
"ENSG00000092054","AD;AR;Heterogeneous"
"ENSG00000133020","AD"
"ENSG00000100345","AD"
"ENSG00000111245","AD"
"ENSG00000160808","AD;AR"
"ENSG00000198336","AD"
"ENSG00000065534","AD"
"ENSG00000101306","AD"
"ENSG00000187616","AR"
"ENSG00000091536","AR"
"ENSG00000133454","AR"
"ENSG00000166866","AD"
"ENSG00000157483","AR"
"ENSG00000095777","AR"
"ENSG00000197535","AR"
"ENSG00000167306","AR"
"ENSG00000196586","AD;AR"
"ENSG00000137474","AD;AR;Heterogeneous"
"ENSG00000034971","AD"
"ENSG00000120729","AD;Heterogeneous"
"ENSG00000172399","AD"
"ENSG00000138347","AD;AR"
"ENSG00000186487","AD"
"ENSG00000102030","XL;XL-D;XL-R"
"ENSG00000160877","AD"
"ENSG00000152620","AR"
"ENSG00000198951","AR"
"ENSG00000108784","AD;AR"
"ENSG00000161653","AR"
"ENSG00000102452","AD;AR"
"ENSG00000188613","AD"
"ENSG00000095380","AR"
"ENSG00000137513","AR"
"ENSG00000185818","AR"
"ENSG00000163382","AR"
"ENSG00000151779","AR"
"ENSG00000160796","AD;AR"
"ENSG00000104320","AR;Polygenic inheritance"
"ENSG00000158517","AR"
"ENSG00000116701","AR"
"ENSG00000100365","AR"
"ENSG00000162736","AD"
"ENSG00000198888","Heterogeneous;MT"
"ENSG00000198763","Heterogeneous;MT"
"ENSG00000198886","Heterogeneous;MT"
"ENSG00000212907","Heterogeneous;MT"
"ENSG00000198786","Heterogeneous;MT"
"ENSG00000198695","Heterogeneous;MT"
"ENSG00000072864","AR"
"ENSG00000182636","Sporadic"
"ENSG00000124479","XL-R"
"ENSG00000104419","AR"
"ENSG00000070614","AR"
"ENSG00000125356","AR;MT;XL-D"
"ENSG00000130414","AR;Heterogeneous;MT"
"ENSG00000174886","AR;MT;XL-D"
"ENSG00000184752","AR;Heterogeneous;MT"
"ENSG00000131495","AR;Heterogeneous;MT"
"ENSG00000139180","AR;Heterogeneous;MT"
"ENSG00000137806","AR;MT;XL-D"
"ENSG00000164182","AR;Heterogeneous;MT;XL-D"
"ENSG00000178057","AR;MT;XL-D"
"ENSG00000123545","AR;MT;XL-D"
"ENSG00000101247","AR;MT;XL-D"
"ENSG00000156170","AR;Heterogeneous;MT"
"ENSG00000147123","XL-D"
"ENSG00000119013","AR;MT;XL-D"
"ENSG00000147684","AR;MT;XL-D"
"ENSG00000023228","AR;MT;XL-D"
"ENSG00000158864","AR;MT;XL-D"
"ENSG00000213619","AR;Heterogeneous;MT;XL-D"
"ENSG00000164258","AR;Heterogeneous;MT;XL-D"
"ENSG00000145494","AR;MT;XL-D"
"ENSG00000115286","AR;Heterogeneous;MT"
"ENSG00000110717","AR;Heterogeneous;MT"
"ENSG00000167792","AR;MT;XL-D"
"ENSG00000178127","AR;MT;XL-D"
"ENSG00000183091","AR;Heterogeneous"
"ENSG00000089818","AR"
"ENSG00000110400","AR"
"ENSG00000143217","AR"
"ENSG00000049759","AD"
"ENSG00000100285","AD"
"ENSG00000104725","AD;AR;Heterogeneous"
"ENSG00000137601","AR;Digenic inheritance"
"ENSG00000117650","AR"
"ENSG00000160602","AR"
"ENSG00000119638","AR;Somatic mutation"
"ENSG00000204386","AR"
"ENSG00000162992","AD"
"ENSG00000122859","AR"
"ENSG00000050030","XL-R"
"ENSG00000162614","AD"
"ENSG00000196712","AD;Somatic mutation"
"ENSG00000186575","AD;Somatic mutation"
"ENSG00000162599","Sporadic"
"ENSG00000008441","AD;Sporadic"
"ENSG00000109320","AD"
"ENSG00000077150","AD"
"ENSG00000100906","AD"
"ENSG00000169599","AR"
"ENSG00000134259","AR"
"ENSG00000151092","AR"
"ENSG00000187566","AR;Heterogeneous"
"ENSG00000145912","AR"
"ENSG00000188158","XL;XL-D"
"ENSG00000100503","AR"
"ENSG00000170113","AD"
"ENSG00000172548","AR"
"ENSG00000164190","AD;Sporadic"
"ENSG00000136352","AD"
"ENSG00000183072","AD;AR"
"ENSG00000180053","AR"
"ENSG00000109705","AR"
"ENSG00000146938","Heterogeneous;Multifactorial inheritance;Sporadic;XL"
"ENSG00000091106","AD"
"ENSG00000091592","AD;AR"
"ENSG00000142405","AD"
"ENSG00000162711","AD"
"ENSG00000167634","AR"
"ENSG00000239672","AD;Heterogeneous;Sporadic"
"ENSG00000086288","AR"
"ENSG00000173614","AR"
"ENSG00000112992","AR"
"ENSG00000106410","AD"
"ENSG00000167207","AD"
"ENSG00000156574","AD;AR"
"ENSG00000183691","AD"
"ENSG00000140939","AD"
"ENSG00000147140","XL-R"
"ENSG00000182117","AR"
"ENSG00000101361","AD"
"ENSG00000148400","AD"
"ENSG00000134250","AD"
"ENSG00000074181","AD"
"ENSG00000185823","Sporadic"
"ENSG00000141458","AR;Heterogeneous"
"ENSG00000119655","AR;Heterogeneous"
"ENSG00000144061","AR;Heterogeneous"
"ENSG00000113971","AR"
"ENSG00000131697","AR;Heterogeneous"
"ENSG00000161270","AR"
"ENSG00000116218","AR"
"ENSG00000175206","AD;AR"
"ENSG00000159899","AD;AR"
"ENSG00000114388","AD"
"ENSG00000103148","AD"
"ENSG00000169297","AR;XL;XL-R"
"ENSG00000131910","AD;AR;Polygenic inheritance"
"ENSG00000012504","AR"
"ENSG00000031544","AD;AR"
"ENSG00000175745","AD"
"ENSG00000185551","AD"
"ENSG00000113580","AD"
"ENSG00000151623","AD"
"ENSG00000153234","Sporadic"
"ENSG00000119508","Somatic mutation"
"ENSG00000136931","AR;Sex-limited autosomal dominant"
"ENSG00000213281","AD;Somatic mosaicism;Sporadic"
"ENSG00000129535","AD"
"ENSG00000179915","AR"
"ENSG00000165671","AD;Sporadic"
"ENSG00000109685","AD;Sporadic"
"ENSG00000147383","Heterogeneous;XL-D;XL-R"
"ENSG00000156831","AR"
"ENSG00000185115","AR"
"ENSG00000165802","AD"
"ENSG00000037474","AR"
"ENSG00000076685","AR"
"ENSG00000122643","AR"
"ENSG00000135318","AR"
"ENSG00000065057","AR"
"ENSG00000198400","AD;AR"
"ENSG00000148053","AD"
"ENSG00000151413","AR;MT;XL-D"
"ENSG00000137497","Somatic mutation"
"ENSG00000111581","AR"
"ENSG00000113569","AR"
"ENSG00000155561","AR"
"ENSG00000126883","Polygenic inheritance"
"ENSG00000213024","AR"
"ENSG00000102900","AR"
"ENSG00000153989","AR"
"ENSG00000188937","XL;XL-R"
"ENSG00000065154","AR"
"ENSG00000124006","AR"
"ENSG00000104044","AR"
"ENSG00000197822","AR"
"ENSG00000122126","XL-R"
"ENSG00000174792","AR"
"ENSG00000046651","XL-D;XL-R"
"ENSG00000105953","AR"
"ENSG00000114026","Sporadic"
"ENSG00000198836","AD;AR"
"ENSG00000125741","AD;AR"
"ENSG00000079482","XL-R"
"ENSG00000178814","AD;AR"
"ENSG00000102076","XL-R"
"ENSG00000147380","XL-R"
"ENSG00000128617","AD"
"ENSG00000123240","AD"
"ENSG00000182500","AD;AR"
"ENSG00000085840","AR;Heterogeneous"
"ENSG00000115947","AR"
"ENSG00000091651","AR"
"ENSG00000130703","AD"
"ENSG00000145623","AD"
"ENSG00000081087","AR"
"ENSG00000036473","XL-R"
"ENSG00000155719","AR"
"ENSG00000115155","AR"
"ENSG00000188162","AR"
"ENSG00000165899","AR"
"ENSG00000155100","AR"
"ENSG00000154124","AR"
"ENSG00000165588","AD"
"ENSG00000125850","AD"
"ENSG00000083720","AR"
"ENSG00000108405","AR"
"ENSG00000187848","AD"
"ENSG00000169313","AR"
"ENSG00000117385","AR"
"ENSG00000090530","AR"
"ENSG00000072682","AD"
"ENSG00000185624","AD"
"ENSG00000100836","AD"
"ENSG00000175115","AD"
"ENSG00000142619","AD;AR"
"ENSG00000256049","AR"
"ENSG00000007168","Sporadic"
"ENSG00000171759","AR"
"ENSG00000077264","XL-R"
"ENSG00000083093","AR"
"ENSG00000217930","AR"
"ENSG00000125779","AR"
"ENSG00000198682","AR"
"ENSG00000116288","AR"
"ENSG00000140694","AD;AR"
"ENSG00000125813","AR"
"ENSG00000075891","AD;AR"
"ENSG00000135903","AD;AR;Autosomal dominant contiguous gene syndrome"
"ENSG00000106331","AD"
"ENSG00000007372","AD;AR;Contiguous gene syndrome;Somatic mutation"
"ENSG00000009709","AR"
"ENSG00000125618","AD"
"ENSG00000198807","AD"
"ENSG00000173599","AR"
"ENSG00000179270","AR"
"ENSG00000166228","AR"
"ENSG00000175198","AR"
"ENSG00000114054","AR"
"ENSG00000113555","AR"
"ENSG00000150275","AR"
"ENSG00000165194","XL"
"ENSG00000124253","AR"
"ENSG00000100889","AR"
"ENSG00000186472","AR"
"ENSG00000132646","AR"
"ENSG00000160299","AR"
"ENSG00000175426","Sporadic"
"ENSG00000169174","AD"
"ENSG00000161217","AR"
"ENSG00000112541","AD;AR"
"ENSG00000128655","AD"
"ENSG00000172572","AD"
"ENSG00000113448","AD"
"ENSG00000132915","AR"
"ENSG00000133256","AD;AR"
"ENSG00000095464","AR"
"ENSG00000156973","AR"
"ENSG00000185527","AR"
"ENSG00000139053","AD;AR"
"ENSG00000113231","AD"
"ENSG00000100311","AD"
"ENSG00000134853","AD;Somatic mutation;Sporadic"
"ENSG00000113721","AD"
"ENSG00000104213","AD;Heterogeneous;Somatic mutation"
"ENSG00000131828","XL-D"
"ENSG00000168291","AR"
"ENSG00000110435","AR"
"ENSG00000164951","AR"
"ENSG00000148459","AR"
"ENSG00000164494","AR"
"ENSG00000139515","AD;AR"
"ENSG00000101327","AD"
"ENSG00000186862","AR"
"ENSG00000124299","AR"
"ENSG00000132326","AD"
"ENSG00000049246","AD"
"ENSG00000229833","AR;Heterogeneous;MT"
"ENSG00000127980","AR;Heterogeneous"
"ENSG00000157911","AR"
"ENSG00000131779","AR"
"ENSG00000108733","AR"
"ENSG00000162928","AR"
"ENSG00000142655","AR"
"ENSG00000121680","AR"
"ENSG00000162735","AR"
"ENSG00000164751","AR"
"ENSG00000215193","AR"
"ENSG00000034693","AR"
"ENSG00000139197","AR"
"ENSG00000124587","AR"
"ENSG00000112357","AR"
"ENSG00000152556","AR"
"ENSG00000108518","AD"
"ENSG00000164708","AR"
"ENSG00000197121","AR"
"ENSG00000148985","AR"
"ENSG00000161395","AR"
"ENSG00000102144","XL-R"
"ENSG00000013375","AR"
"ENSG00000082175","AR"
"ENSG00000111752","AR"
"ENSG00000102174","XL-D"
"ENSG00000156531","XL-R"
"ENSG00000172943","XL-R"
"ENSG00000092621","AR"
"ENSG00000067177","XL-R"
"ENSG00000044446","XL-R"
"ENSG00000102893","AR"
"ENSG00000156873","AR"
"ENSG00000165462","AR"
"ENSG00000109132","AD"
"ENSG00000107537","AR"
"ENSG00000241973","AR"
"ENSG00000103335","AD;AR"
"ENSG00000154864","AD;AR"
"ENSG00000165195","Somatic mutation;XL-R"
"ENSG00000174227","AR"
"ENSG00000108474","AR"
"ENSG00000143315","AR"
"ENSG00000197563","AR"
"ENSG00000165282","AR"
"ENSG00000124155","AD;AR;Somatic mutation"
"ENSG00000060642","AR"
"ENSG00000184886","AR"
"ENSG00000255072","AR"
"ENSG00000080572","XL-R"
"ENSG00000121879","AD;AR;Heterogeneous;Somatic mutation;Sporadic"
"ENSG00000171608","AD"
"ENSG00000145675","AD;AR"
"ENSG00000105647","AD"
"ENSG00000141506","AR"
"ENSG00000115020","AD"
"ENSG00000158828","AR"
"ENSG00000186111","AR"
"ENSG00000091622","AD"
"ENSG00000069011","AD"
"ENSG00000164093","AD;AR;Heterogeneous"
"ENSG00000107859","AD"
"ENSG00000204311","AR"
"ENSG00000008710","AD"
"ENSG00000158683","AR"
"ENSG00000118762","AD"
"ENSG00000170927","AR"
"ENSG00000143627","AD;AR"
"ENSG00000057294","AD"
"ENSG00000184381","AR"
"ENSG00000181690","AD;Somatic mutation"
"ENSG00000104368","AD"
"ENSG00000122861","AD"
"ENSG00000182621","AR"
"ENSG00000101333","AD;AR"
"ENSG00000187091","AD;AR"
"ENSG00000138193","AR"
"ENSG00000197943","AD"
"ENSG00000139151","AR"
"ENSG00000075651","AR"
"ENSG00000178209","AD;AR"
"ENSG00000090924","AR"
"ENSG00000171680","AR"
"ENSG00000225190","AR"
"ENSG00000122194","AR"
"ENSG00000166819","AD"
"ENSG00000142731","AR"
"ENSG00000198523","AD"
"ENSG00000083444","AR"
"ENSG00000152952","AR"
"ENSG00000106397","AR"
"ENSG00000123560","XL-R"
"ENSG00000147471","AR"
"ENSG00000102024","XL-D"
"ENSG00000140650","AR"
"ENSG00000109099","AD;AR;Heterogeneous"
"ENSG00000165688","AR"
"ENSG00000064933","AD"
"ENSG00000122512","AD;AR"
"ENSG00000163344","AD"
"ENSG00000127838","AD"
"ENSG00000039650","AR"
"ENSG00000175535","AR"
"ENSG00000198805","AR"
"ENSG00000180316","AR"
"ENSG00000177666","AR"
"ENSG00000032444","AR"
"ENSG00000135241","AR"
"ENSG00000108439","AR"
"ENSG00000138035","AR"
"ENSG00000164087","AR"
"ENSG00000139323","AR"
"ENSG00000124429","XL-R"
"ENSG00000101346","AD"
"ENSG00000163389","AD;AR"
"ENSG00000143442","AD"
"ENSG00000101868","XL;XL-R"
"ENSG00000062822","AD"
"ENSG00000177084","AR"
"ENSG00000140521","AD;AR;Heterogeneous"
"ENSG00000256525","AD"
"ENSG00000170734","AR"
"ENSG00000068654","AD"
"ENSG00000171453","AR"
"ENSG00000186184","AD"
"ENSG00000148606","AR"
"ENSG00000013503","AD;AR"
"ENSG00000115138","AR"
"ENSG00000085998","AR;Heterogeneous"
"ENSG00000144647","AR"
"ENSG00000185900","AR"
"ENSG00000132963","AR"
"ENSG00000130714","AR;Heterogeneous"
"ENSG00000009830","AR;Heterogeneous"
"ENSG00000104356","AR"
"ENSG00000127948","AR"
"ENSG00000102312","XL-D"
"ENSG00000064835","AD;AR"
"ENSG00000196767","XL-R"
"ENSG00000091010","AD"
"ENSG00000138777","AR"
"ENSG00000132170","AD;AR;Polygenic inheritance"
"ENSG00000166794","AR"
"ENSG00000170836","AD;Heterogeneous"
"ENSG00000143224","AD"
"ENSG00000213639","AD"
"ENSG00000158615","AR"
"ENSG00000154415","AD"
"ENSG00000105568","AD"
"ENSG00000137713","AR"
"ENSG00000156475","AD"
"ENSG00000112640","AD"
"ENSG00000131238","AR"
"ENSG00000102103","XL-R"
"ENSG00000143294","AD"
"ENSG00000214140","AR"
"ENSG00000130711","AR"
"ENSG00000142611","AD"
"ENSG00000138738","AR"
"ENSG00000061455","AD"
"ENSG00000152784","AR"
"ENSG00000117450","AR"
"ENSG00000138078","AR"
"ENSG00000180644","AR"
"ENSG00000116690","AR"
"ENSG00000139174","AR"
"ENSG00000164306","AD"
"ENSG00000072062","AD"
"ENSG00000165059","AR"
"ENSG00000106617","AD;AR;Heterogeneous"
"ENSG00000108946","AD;AR;Heterogeneous"
"ENSG00000163932","AR"
"ENSG00000126583","AD"
"ENSG00000130175","AD"
"ENSG00000184304","AD"
"ENSG00000253729","AR"
"ENSG00000185532","AD"
"ENSG00000185345","AD;AR"
"ENSG00000180228","AR"
"ENSG00000113494","AD"
"ENSG00000132600","AR"
"ENSG00000171867","AD"
"ENSG00000115718","AD;AR"
"ENSG00000100033","AR"
"ENSG00000163421","AD"
"ENSG00000101292","AD;AR"
"ENSG00000007062","AD;AR"
"ENSG00000175325","AR"
"ENSG00000184500","AD;AR"
"ENSG00000117360","AD"
"ENSG00000105618","AD"
"ENSG00000136875","AD"
"ENSG00000101161","AD"
"ENSG00000174231","AD"
"ENSG00000112619","AD;AR"
"ENSG00000147224","XL-R"
"ENSG00000167371","AD"
"ENSG00000116132","AD;AR"
"ENSG00000204983","AD;AR"
"ENSG00000164099","AR"
"ENSG00000237412","AR"
"ENSG00000105227","AD;AR;Heterogeneous"
"ENSG00000169789","YL"
"ENSG00000169807","YL"
"ENSG00000197746","AR"
"ENSG00000135069","AR"
"ENSG00000080815","AD;Heterogeneous;Sporadic"
"ENSG00000143801","AD"
"ENSG00000205155","AD"
"ENSG00000204264","AR"
"ENSG00000131470","AR"
"ENSG00000146733","AR"
"ENSG00000140368","AD"
"ENSG00000185920","AD;Heterogeneous"
"ENSG00000117425","AD;AR;Heterogeneous"
"ENSG00000156471","AD;Sporadic"
"ENSG00000171862","AD;AR"
"ENSG00000168267","AR"
"ENSG00000124212","Multifactorial inheritance"
"ENSG00000152266","AD"
"ENSG00000160801","AD;AR"
"ENSG00000087494","AD"
"ENSG00000179295","AD;Heterogeneous;Somatic mutation"
"ENSG00000152104","AR"
"ENSG00000081237","AR"
"ENSG00000142949","AR"
"ENSG00000151490","AR"
"ENSG00000139304","AR"
"ENSG00000141378","AR"
"ENSG00000150787","AR"
"ENSG00000179950","AD"
"ENSG00000185129","AD"
"ENSG00000177192","AR"
"ENSG00000110060","AR"
"ENSG00000259905","Sporadic"
"ENSG00000130508","AR"
"ENSG00000183010","AR"
"ENSG00000143811","AR"
"ENSG00000100504","AR"
"ENSG00000068976","AR"
"ENSG00000121350","AR"
"ENSG00000172053","AR"
"ENSG00000151552","AR"
"ENSG00000099246","AR"
"ENSG00000112210","AR"
"ENSG00000069974","AR"
"ENSG00000157869","AR"
"ENSG00000172007","AR"
"ENSG00000115839","AR"
"ENSG00000118873","AR"
"ENSG00000075785","AD"
"ENSG00000136238","AD"
"ENSG00000164754","AD"
"ENSG00000113522","AR"
"ENSG00000051180","AD"
"ENSG00000108384","AR"
"ENSG00000132155","AD"
"ENSG00000166349","AR"
"ENSG00000175097","AR"
"ENSG00000108557","AD;Sporadic"
"ENSG00000165917","AR"
"ENSG00000131759","Somatic mutation"
"ENSG00000077092","AD;AR"
"ENSG00000113643","AR"
"ENSG00000146282","AR"
"ENSG00000145715","AD"
"ENSG00000068831","AR"
"ENSG00000068028","AR"
"ENSG00000134438","AR"
"ENSG00000173976","AD;AR"
"ENSG00000139687","AD;Somatic mutation;Sporadic"
"ENSG00000023287","AD;Heterogeneous"
"ENSG00000101773","AR"
"ENSG00000125826","AR"
"ENSG00000182872","XL;XL-R"
"ENSG00000203867","AD"
"ENSG00000106344","AR"
"ENSG00000131795","AR"
"ENSG00000147274","XL-R"
"ENSG00000234414","YL"
"ENSG00000107618","AR"
"ENSG00000138207","AD;AR"
"ENSG00000168214","AD"
"ENSG00000136144","AR"
"ENSG00000198570","AR"
"ENSG00000072042","AR"
"ENSG00000139988","AR"
"ENSG00000135437","AD;AR"
"ENSG00000137710","AR"
"ENSG00000160957","AR"
"ENSG00000068615","AD"
"ENSG00000132563","AD;AR"
"ENSG00000115255","AR"
"ENSG00000189056","AD;AR"
"ENSG00000143839","AD;AR"
"ENSG00000142599","AD"
"ENSG00000165731","AD;AR"
"ENSG00000154153","AR"
"ENSG00000163933","AR"
"ENSG00000168411","AR"
"ENSG00000143390","AD;AR"
"ENSG00000185002","AR"
"ENSG00000064490","AD;AR"
"ENSG00000133111","AD;AR"
"ENSG00000148604","AD"
"ENSG00000112077","AD;AR"
"ENSG00000129667","AD"
"ENSG00000163914","AD;AR"
"ENSG00000079841","AD"
"ENSG00000132669","AR"
"ENSG00000183421","AR"
"ENSG00000111913","AR"
"ENSG00000203877","AR"
"ENSG00000143622","AD"
"ENSG00000140522","AD;AR"
"ENSG00000131263","XL-R"
"ENSG00000155906","AR"
"ENSG00000269900","AR"
"ENSG00000171865","AR"
"ENSG00000104889","AR"
"ENSG00000136104","AR"
"ENSG00000172922","AR"
"ENSG00000135828","AD"
"ENSG00000026297","AR"
"ENSG00000125352","XL-D"
"ENSG00000101695","AD"
"ENSG00000181481","AD"
"ENSG00000170881","Sporadic"
"ENSG00000163961","AR"
"ENSG00000120925","AD"
"ENSG00000011275","AR"
"ENSG00000108375","AD"
"ENSG00000127870","AD"
"ENSG00000264229","AR"
"ENSG00000185008","AD"
"ENSG00000154134","AR"
"ENSG00000067836","AR"
"ENSG00000149489","AD;AR"
"ENSG00000169071","AD;AR"
"ENSG00000143365","AR"
"ENSG00000104237","AD;AR;Heterogeneous"
"ENSG00000183638","AD"
"ENSG00000102218","XL"
"ENSG00000164610","AD"
"ENSG00000116745","AR"
"ENSG00000156313","XL;XL-R"
"ENSG00000092200","AR"
"ENSG00000103494","AR;Heterogeneous"
"ENSG00000153574","AR"
"ENSG00000142676","AD"
"ENSG00000174748","AD"
"ENSG00000122026","AD"
"ENSG00000161970","AD"
"ENSG00000131469","AD"
"ENSG00000182899","AD"
"ENSG00000122406","AD"
"ENSG00000124614","AD"
"ENSG00000164587","Autosomal dominant contiguous gene syndrome;Somatic mutation;Sporadic"
"ENSG00000184779","AD"
"ENSG00000105372","AD"
"ENSG00000186468","AD"
"ENSG00000138326","AD"
"ENSG00000197728","AD"
"ENSG00000177954","AD"
"ENSG00000233927","AD"
"ENSG00000213741","AD"
"ENSG00000157828","YL"
"ENSG00000177189","Sporadic;XL-D"
"ENSG00000171863","AD"
"ENSG00000168028","AD;AR"
"ENSG00000048392","AD;AR"
"ENSG00000102104","XL-D"
"ENSG00000160188","AR"
"ENSG00000130363","AR"
"ENSG00000111834","AR"
"ENSG00000172426","AR"
"ENSG00000169218","AR"
"ENSG00000101282","AR"
"ENSG00000159579","AR"
"ENSG00000258366","AD;AR"
"ENSG00000125744","AD"
"ENSG00000130347","AR"
"ENSG00000176225","AR"
"ENSG00000145016","AR"
"ENSG00000159216","AD"
"ENSG00000124813","AD"
"ENSG00000133105","AD"
"ENSG00000118600","AR"
"ENSG00000196218","AD;AR;Heterogeneous"
"ENSG00000198626","AD"
"ENSG00000267534","AR"
"ENSG00000151835","AR"
"ENSG00000130561","AR"
"ENSG00000103449","AD"
"ENSG00000165821","AR"
"ENSG00000101115","AD"
"ENSG00000205413","AD;AR"
"ENSG00000177409","AD"
"ENSG00000101347","AD;AR"
"ENSG00000152700","AR"
"ENSG00000104835","AR"
"ENSG00000156876","AR"
"ENSG00000130066","Heterogeneous;XL;XL-R"
"ENSG00000119042","AD"
"ENSG00000126524","AR"
"ENSG00000100241","AR"
"ENSG00000133812","AR;Heterogeneous"
"ENSG00000109929","AR"
"ENSG00000138760","AR"
"ENSG00000244486","AR"
"ENSG00000185313","AD"
"ENSG00000168356","AD"
"ENSG00000144285","AD"
